id,asset,year,rep_period,time_block_start,time_block_end,dual_min_output_flow_with_unit_commitment
5594,DK_CCGT,2030,7,10,10,0.0
5595,DK_CCGT,2030,7,11,11,0.0
5596,DK_CCGT,2030,7,12,12,0.0
5597,DK_CCGT,2030,7,13,13,0.0
5598,DK_CCGT,2030,7,14,14,0.0
5599,DK_CCGT,2030,7,15,15,0.0
5600,DK_CCGT,2030,7,16,16,0.0
5601,DK_CCGT,2030,7,17,17,0.0
5602,DK_CCGT,2030,7,18,18,0.0
5603,DK_CCGT,2030,7,19,19,0.0
5604,DK_CCGT,2030,7,20,20,0.0
5605,DK_CCGT,2030,7,21,21,0.0
5606,DK_CCGT,2030,7,22,22,0.0
5607,DK_CCGT,2030,7,23,23,0.0
5608,DK_CCGT,2030,7,24,24,0.0
5609,DK_CCGT,2030,8,1,1,0.0
5610,DK_CCGT,2030,8,2,2,0.0
5611,DK_CCGT,2030,8,3,3,0.0
5612,DK_CCGT,2030,8,4,4,0.0
5613,DK_CCGT,2030,8,5,5,0.0
5614,DK_CCGT,2030,8,6,6,0.0
5615,DK_CCGT,2030,8,7,7,0.0
5616,DK_CCGT,2030,8,8,8,0.0
5617,DK_CCGT,2030,8,9,9,0.0
5618,DK_CCGT,2030,8,10,10,0.0
5619,DK_CCGT,2030,8,11,11,0.0
5620,DK_CCGT,2030,8,12,12,0.0
5621,DK_CCGT,2030,8,13,13,0.0
5622,DK_CCGT,2030,8,14,14,0.0
5623,DK_CCGT,2030,8,15,15,0.0
5624,DK_CCGT,2030,8,16,16,0.0
5625,DK_CCGT,2030,8,17,17,0.0
5626,DK_CCGT,2030,8,18,18,0.0
5627,DK_CCGT,2030,8,19,19,0.0
5628,DK_CCGT,2030,8,20,20,0.0
5629,DK_CCGT,2030,8,21,21,0.0
5630,DK_CCGT,2030,8,22,22,0.0
5631,DK_CCGT,2030,8,23,23,0.0
5632,DK_CCGT,2030,8,24,24,0.0
5633,DK_CCGT,2030,9,1,1,0.0
5634,DK_CCGT,2030,9,2,2,0.0
5635,DK_CCGT,2030,9,3,3,0.0
5636,DK_CCGT,2030,9,4,4,0.0
5637,DK_CCGT,2030,9,5,5,0.0
5638,DK_CCGT,2030,9,6,6,0.0
5639,DK_CCGT,2030,9,7,7,0.0
5640,DK_CCGT,2030,9,8,8,0.0
5641,DK_CCGT,2030,9,9,9,0.0
5642,DK_CCGT,2030,9,10,10,0.0
5643,DK_CCGT,2030,9,11,11,0.0
5644,DK_CCGT,2030,9,12,12,0.0
5645,DK_CCGT,2030,9,13,13,0.0
5646,DK_CCGT,2030,9,14,14,0.0
5647,DK_CCGT,2030,9,15,15,0.0
5648,DK_CCGT,2030,9,16,16,0.0
5649,DK_CCGT,2030,9,17,17,0.0
5650,DK_CCGT,2030,9,18,18,0.0
5651,DK_CCGT,2030,9,19,19,0.0
5652,DK_CCGT,2030,9,20,20,0.0
5653,DK_CCGT,2030,9,21,21,0.0
5654,DK_CCGT,2030,9,22,22,0.0
5655,DK_CCGT,2030,9,23,23,0.0
5656,DK_CCGT,2030,9,24,24,0.0
5657,DK_CCGT,2030,10,1,1,0.0
5658,DK_CCGT,2030,10,2,2,0.0
5659,DK_CCGT,2030,10,3,3,0.0
5660,DK_CCGT,2030,10,4,4,0.0
5661,DK_CCGT,2030,10,5,5,0.0
5662,DK_CCGT,2030,10,6,6,0.0
5663,DK_CCGT,2030,10,7,7,0.0
5664,DK_CCGT,2030,10,8,8,0.0
5665,DK_CCGT,2030,10,9,9,0.0
5666,DK_CCGT,2030,10,10,10,0.0
5667,DK_CCGT,2030,10,11,11,0.0
5668,DK_CCGT,2030,10,12,12,0.0
5669,DK_CCGT,2030,10,13,13,0.0
5670,DK_CCGT,2030,10,14,14,0.0
5671,DK_CCGT,2030,10,15,15,0.0
5672,DK_CCGT,2030,10,16,16,0.0
5673,DK_CCGT,2030,10,17,17,0.0
5674,DK_CCGT,2030,10,18,18,0.0
5675,DK_CCGT,2030,10,19,19,0.0
5676,DK_CCGT,2030,10,20,20,0.0
5677,DK_CCGT,2030,10,21,21,0.0
5678,DK_CCGT,2030,10,22,22,0.0
5679,DK_CCGT,2030,10,23,23,0.0
5680,DK_CCGT,2030,10,24,24,0.0
5681,DK_Coal,2030,1,1,1,0.0
5682,DK_Coal,2030,1,2,2,0.0
5683,DK_Coal,2030,1,3,3,0.0
5684,DK_Coal,2030,1,4,4,0.0
5685,DK_Coal,2030,1,5,5,0.0
5686,DK_Coal,2030,1,6,6,0.0
5687,DK_Coal,2030,1,7,7,0.0
5688,DK_Coal,2030,1,8,8,0.0
5689,DK_Coal,2030,1,9,9,0.0
5690,DK_Coal,2030,1,10,10,0.0
5691,DK_Coal,2030,1,11,11,0.0
5692,DK_Coal,2030,1,12,12,0.0
5693,DK_Coal,2030,1,13,13,0.0
5694,DK_Coal,2030,1,14,14,0.0
5695,DK_Coal,2030,1,15,15,0.0
5696,DK_Coal,2030,1,16,16,0.0
5697,DK_Coal,2030,1,17,17,0.0
5698,DK_Coal,2030,1,18,18,0.0
5699,DK_Coal,2030,1,19,19,0.0
5700,DK_Coal,2030,1,20,20,0.0
5701,DK_Coal,2030,1,21,21,0.0
5702,DK_Coal,2030,1,22,22,0.0
5703,DK_Coal,2030,1,23,23,0.0
5704,DK_Coal,2030,1,24,24,0.0
5705,DK_Coal,2030,2,1,1,0.0
5706,DK_Coal,2030,2,2,2,0.0
5707,DK_Coal,2030,2,3,3,0.0
5708,DK_Coal,2030,2,4,4,0.0
5709,DK_Coal,2030,2,5,5,0.0
5710,DK_Coal,2030,2,6,6,0.0
5711,DK_Coal,2030,2,7,7,0.0
5712,DK_Coal,2030,2,8,8,0.0
5713,DK_Coal,2030,2,9,9,0.0
5714,DK_Coal,2030,2,10,10,0.0
5715,DK_Coal,2030,2,11,11,0.0
5716,DK_Coal,2030,2,12,12,0.0
5717,DK_Coal,2030,2,13,13,0.0
5718,DK_Coal,2030,2,14,14,0.0
5719,DK_Coal,2030,2,15,15,0.0
5720,DK_Coal,2030,2,16,16,0.0
5721,DK_Coal,2030,2,17,17,0.0
5722,DK_Coal,2030,2,18,18,0.0
5723,DK_Coal,2030,2,19,19,0.0
5724,DK_Coal,2030,2,20,20,0.0
5725,DK_Coal,2030,2,21,21,0.0
5726,DK_Coal,2030,2,22,22,0.0
5727,DK_Coal,2030,2,23,23,0.0
5728,DK_Coal,2030,2,24,24,0.0
5729,DK_Coal,2030,3,1,1,0.0
5730,DK_Coal,2030,3,2,2,0.0
5731,DK_Coal,2030,3,3,3,0.0
5732,DK_Coal,2030,3,4,4,0.0
5733,DK_Coal,2030,3,5,5,0.0
5734,DK_Coal,2030,3,6,6,0.0
5735,DK_Coal,2030,3,7,7,0.0
5736,DK_Coal,2030,3,8,8,0.0
5737,DK_Coal,2030,3,9,9,0.0
5738,DK_Coal,2030,3,10,10,0.0
5739,DK_Coal,2030,3,11,11,0.0
5740,DK_Coal,2030,3,12,12,0.0
5741,DK_Coal,2030,3,13,13,0.0
5742,DK_Coal,2030,3,14,14,0.0
5743,DK_Coal,2030,3,15,15,0.0
5744,DK_Coal,2030,3,16,16,0.0
5745,DK_Coal,2030,3,17,17,0.0
5746,DK_Coal,2030,3,18,18,0.0
5747,DK_Coal,2030,3,19,19,0.0
5748,DK_Coal,2030,3,20,20,0.0
5749,DK_Coal,2030,3,21,21,0.0
5750,DK_Coal,2030,3,22,22,0.0
5751,DK_Coal,2030,3,23,23,0.0
5752,DK_Coal,2030,3,24,24,0.0
5753,DK_Coal,2030,4,1,1,0.0
5754,DK_Coal,2030,4,2,2,0.0
5755,DK_Coal,2030,4,3,3,0.0
5756,DK_Coal,2030,4,4,4,0.0
5757,DK_Coal,2030,4,5,5,0.0
5758,DK_Coal,2030,4,6,6,0.0
5759,DK_Coal,2030,4,7,7,0.0
5760,DK_Coal,2030,4,8,8,0.0
5761,DK_Coal,2030,4,9,9,0.0
5762,DK_Coal,2030,4,10,10,0.0
5763,DK_Coal,2030,4,11,11,0.0
5764,DK_Coal,2030,4,12,12,0.0
5765,DK_Coal,2030,4,13,13,0.0
5766,DK_Coal,2030,4,14,14,0.0
5767,DK_Coal,2030,4,15,15,0.0
5768,DK_Coal,2030,4,16,16,0.0
5769,DK_Coal,2030,4,17,17,0.0
5770,DK_Coal,2030,4,18,18,0.0
5771,DK_Coal,2030,4,19,19,0.0
5772,DK_Coal,2030,4,20,20,0.0
5773,DK_Coal,2030,4,21,21,0.0
5774,DK_Coal,2030,4,22,22,0.0
5775,DK_Coal,2030,4,23,23,0.0
5776,DK_Coal,2030,4,24,24,0.0
5777,DK_Coal,2030,5,1,1,0.0
5778,DK_Coal,2030,5,2,2,0.0
5779,DK_Coal,2030,5,3,3,0.0
5780,DK_Coal,2030,5,4,4,0.0
5781,DK_Coal,2030,5,5,5,0.0
5782,DK_Coal,2030,5,6,6,0.0
5783,DK_Coal,2030,5,7,7,0.0
5784,DK_Coal,2030,5,8,8,0.0
5785,DK_Coal,2030,5,9,9,0.0
5786,DK_Coal,2030,5,10,10,0.0
5787,DK_Coal,2030,5,11,11,0.0
5788,DK_Coal,2030,5,12,12,0.0
5789,DK_Coal,2030,5,13,13,0.0
5790,DK_Coal,2030,5,14,14,0.0
5791,DK_Coal,2030,5,15,15,0.0
5792,DK_Coal,2030,5,16,16,0.0
5793,DK_Coal,2030,5,17,17,0.0
5794,DK_Coal,2030,5,18,18,0.0
5795,DK_Coal,2030,5,19,19,0.0
5796,DK_Coal,2030,5,20,20,0.0
5797,DK_Coal,2030,5,21,21,0.0
5798,DK_Coal,2030,5,22,22,0.0
5799,DK_Coal,2030,5,23,23,0.0
5800,DK_Coal,2030,5,24,24,0.0
5801,DK_Coal,2030,6,1,1,0.0
5802,DK_Coal,2030,6,2,2,0.0
5803,DK_Coal,2030,6,3,3,0.0
5804,DK_Coal,2030,6,4,4,0.0
5805,DK_Coal,2030,6,5,5,0.0
5806,DK_Coal,2030,6,6,6,0.0
5807,DK_Coal,2030,6,7,7,0.0
5808,DK_Coal,2030,6,8,8,0.0
5809,DK_Coal,2030,6,9,9,0.0
5810,DK_Coal,2030,6,10,10,0.0
5811,DK_Coal,2030,6,11,11,0.0
5812,DK_Coal,2030,6,12,12,0.0
5813,DK_Coal,2030,6,13,13,0.0
5814,DK_Coal,2030,6,14,14,0.0
5815,DK_Coal,2030,6,15,15,0.0
5816,DK_Coal,2030,6,16,16,0.0
5817,DK_Coal,2030,6,17,17,0.0
5818,DK_Coal,2030,6,18,18,0.0
5819,DK_Coal,2030,6,19,19,0.0
5820,DK_Coal,2030,6,20,20,0.0
5821,DK_Coal,2030,6,21,21,0.0
5822,DK_Coal,2030,6,22,22,0.0
5823,DK_Coal,2030,6,23,23,0.0
5824,DK_Coal,2030,6,24,24,0.0
5825,DK_Coal,2030,7,1,1,0.0
5826,DK_Coal,2030,7,2,2,0.0
5827,DK_Coal,2030,7,3,3,0.0
5828,DK_Coal,2030,7,4,4,0.0
5829,DK_Coal,2030,7,5,5,0.0
5830,DK_Coal,2030,7,6,6,0.0
5831,DK_Coal,2030,7,7,7,0.0
5832,DK_Coal,2030,7,8,8,0.0
5833,DK_Coal,2030,7,9,9,0.0
5834,DK_Coal,2030,7,10,10,0.0
5835,DK_Coal,2030,7,11,11,0.0
5836,DK_Coal,2030,7,12,12,0.0
5837,DK_Coal,2030,7,13,13,0.0
5838,DK_Coal,2030,7,14,14,0.0
5839,DK_Coal,2030,7,15,15,0.0
5840,DK_Coal,2030,7,16,16,0.0
5841,DK_Coal,2030,7,17,17,0.0
5842,DK_Coal,2030,7,18,18,0.0
5843,DK_Coal,2030,7,19,19,0.0
5844,DK_Coal,2030,7,20,20,0.0
5845,DK_Coal,2030,7,21,21,0.0
5846,DK_Coal,2030,7,22,22,0.0
5847,DK_Coal,2030,7,23,23,0.0
5848,DK_Coal,2030,7,24,24,0.0
5849,DK_Coal,2030,8,1,1,0.0
5850,DK_Coal,2030,8,2,2,0.0
5851,DK_Coal,2030,8,3,3,0.0
5852,DK_Coal,2030,8,4,4,0.0
5853,DK_Coal,2030,8,5,5,0.0
5854,DK_Coal,2030,8,6,6,0.0
5855,DK_Coal,2030,8,7,7,0.0
5856,DK_Coal,2030,8,8,8,0.0
5857,DK_Coal,2030,8,9,9,0.0
5858,DK_Coal,2030,8,10,10,0.0
5859,DK_Coal,2030,8,11,11,0.0
5860,DK_Coal,2030,8,12,12,0.0
5861,DK_Coal,2030,8,13,13,0.0
5862,DK_Coal,2030,8,14,14,0.0
5863,DK_Coal,2030,8,15,15,0.0
5864,DK_Coal,2030,8,16,16,0.0
5865,DK_Coal,2030,8,17,17,0.0
5866,DK_Coal,2030,8,18,18,0.0
5867,DK_Coal,2030,8,19,19,0.0
5868,DK_Coal,2030,8,20,20,0.0
5869,DK_Coal,2030,8,21,21,0.0
5870,DK_Coal,2030,8,22,22,0.0
5871,DK_Coal,2030,8,23,23,0.0
5872,DK_Coal,2030,8,24,24,0.0
5873,DK_Coal,2030,9,1,1,0.0
5874,DK_Coal,2030,9,2,2,0.0
5875,DK_Coal,2030,9,3,3,0.0
5876,DK_Coal,2030,9,4,4,0.0
5877,DK_Coal,2030,9,5,5,0.0
5878,DK_Coal,2030,9,6,6,0.0
5879,DK_Coal,2030,9,7,7,0.0
5880,DK_Coal,2030,9,8,8,0.0
5881,DK_Coal,2030,9,9,9,0.0
5882,DK_Coal,2030,9,10,10,0.0
5883,DK_Coal,2030,9,11,11,0.0
5884,DK_Coal,2030,9,12,12,0.0
5885,DK_Coal,2030,9,13,13,0.0
5886,DK_Coal,2030,9,14,14,0.0
5887,DK_Coal,2030,9,15,15,0.0
5888,DK_Coal,2030,9,16,16,0.0
5889,DK_Coal,2030,9,17,17,0.0
5890,DK_Coal,2030,9,18,18,0.0
5891,DK_Coal,2030,9,19,19,0.0
5892,DK_Coal,2030,9,20,20,0.0
5893,DK_Coal,2030,9,21,21,0.0
5894,DK_Coal,2030,9,22,22,0.0
5895,DK_Coal,2030,9,23,23,0.0
5896,DK_Coal,2030,9,24,24,0.0
5897,DK_Coal,2030,10,1,1,0.0
5898,DK_Coal,2030,10,2,2,0.0
5899,DK_Coal,2030,10,3,3,0.0
5900,DK_Coal,2030,10,4,4,0.0
5901,DK_Coal,2030,10,5,5,0.0
5902,DK_Coal,2030,10,6,6,0.0
5903,DK_Coal,2030,10,7,7,0.0
5904,DK_Coal,2030,10,8,8,0.0
5905,DK_Coal,2030,10,9,9,0.0
5906,DK_Coal,2030,10,10,10,0.0
5907,DK_Coal,2030,10,11,11,0.0
5908,DK_Coal,2030,10,12,12,0.0
5909,DK_Coal,2030,10,13,13,0.0
5910,DK_Coal,2030,10,14,14,0.0
5911,DK_Coal,2030,10,15,15,0.0
5912,DK_Coal,2030,10,16,16,0.0
5913,DK_Coal,2030,10,17,17,0.0
5914,DK_Coal,2030,10,18,18,0.0
5915,DK_Coal,2030,10,19,19,0.0
5916,DK_Coal,2030,10,20,20,0.0
5917,DK_Coal,2030,10,21,21,0.0
5918,DK_Coal,2030,10,22,22,0.0
5919,DK_Coal,2030,10,23,23,0.0
5920,DK_Coal,2030,10,24,24,0.0
5921,DK_Nuclear,2030,1,1,1,0.0
5922,DK_Nuclear,2030,1,2,2,0.0
5923,DK_Nuclear,2030,1,3,3,0.0
5924,DK_Nuclear,2030,1,4,4,0.0
5925,DK_Nuclear,2030,1,5,5,0.0
5926,DK_Nuclear,2030,1,6,6,0.0
5927,DK_Nuclear,2030,1,7,7,0.0
5928,DK_Nuclear,2030,1,8,8,0.0
5929,DK_Nuclear,2030,1,9,9,0.0
5930,DK_Nuclear,2030,1,10,10,0.0
5931,DK_Nuclear,2030,1,11,11,0.0
5932,DK_Nuclear,2030,1,12,12,0.0
5933,DK_Nuclear,2030,1,13,13,0.0
5934,DK_Nuclear,2030,1,14,14,0.0
5935,DK_Nuclear,2030,1,15,15,0.0
5936,DK_Nuclear,2030,1,16,16,0.0
5937,DK_Nuclear,2030,1,17,17,0.0
5938,DK_Nuclear,2030,1,18,18,0.0
5939,DK_Nuclear,2030,1,19,19,0.0
5940,DK_Nuclear,2030,1,20,20,0.0
5941,DK_Nuclear,2030,1,21,21,0.0
5942,DK_Nuclear,2030,1,22,22,0.0
5943,DK_Nuclear,2030,1,23,23,0.0
5944,DK_Nuclear,2030,1,24,24,0.0
5945,DK_Nuclear,2030,2,1,1,0.0
5946,DK_Nuclear,2030,2,2,2,0.0
5947,DK_Nuclear,2030,2,3,3,0.0
5948,DK_Nuclear,2030,2,4,4,0.0
5949,DK_Nuclear,2030,2,5,5,0.0
5950,DK_Nuclear,2030,2,6,6,0.0
5951,DK_Nuclear,2030,2,7,7,0.0
5952,DK_Nuclear,2030,2,8,8,0.0
5953,DK_Nuclear,2030,2,9,9,0.0
5954,DK_Nuclear,2030,2,10,10,0.0
5955,DK_Nuclear,2030,2,11,11,0.0
5956,DK_Nuclear,2030,2,12,12,0.0
5957,DK_Nuclear,2030,2,13,13,0.0
5958,DK_Nuclear,2030,2,14,14,0.0
5959,DK_Nuclear,2030,2,15,15,0.0
5960,DK_Nuclear,2030,2,16,16,0.0
5961,DK_Nuclear,2030,2,17,17,0.0
5962,DK_Nuclear,2030,2,18,18,0.0
5963,DK_Nuclear,2030,2,19,19,0.0
5964,DK_Nuclear,2030,2,20,20,0.0
5965,DK_Nuclear,2030,2,21,21,0.0
5966,DK_Nuclear,2030,2,22,22,0.0
5967,DK_Nuclear,2030,2,23,23,0.0
5968,DK_Nuclear,2030,2,24,24,0.0
5969,DK_Nuclear,2030,3,1,1,0.0
5970,DK_Nuclear,2030,3,2,2,0.0
5971,DK_Nuclear,2030,3,3,3,0.0
5972,DK_Nuclear,2030,3,4,4,0.0
5973,DK_Nuclear,2030,3,5,5,0.0
5974,DK_Nuclear,2030,3,6,6,0.0
5975,DK_Nuclear,2030,3,7,7,0.0
5976,DK_Nuclear,2030,3,8,8,0.0
5977,DK_Nuclear,2030,3,9,9,0.0
5978,DK_Nuclear,2030,3,10,10,0.0
5979,DK_Nuclear,2030,3,11,11,0.0
5980,DK_Nuclear,2030,3,12,12,0.0
5981,DK_Nuclear,2030,3,13,13,0.0
5982,DK_Nuclear,2030,3,14,14,0.0
5983,DK_Nuclear,2030,3,15,15,0.0
5984,DK_Nuclear,2030,3,16,16,0.0
5985,DK_Nuclear,2030,3,17,17,0.0
5986,DK_Nuclear,2030,3,18,18,0.0
5987,DK_Nuclear,2030,3,19,19,0.0
5988,DK_Nuclear,2030,3,20,20,0.0
5989,DK_Nuclear,2030,3,21,21,0.0
5990,DK_Nuclear,2030,3,22,22,0.0
5991,DK_Nuclear,2030,3,23,23,0.0
5992,DK_Nuclear,2030,3,24,24,0.0
5993,DK_Nuclear,2030,4,1,1,0.0
5994,DK_Nuclear,2030,4,2,2,0.0
5995,DK_Nuclear,2030,4,3,3,0.0
5996,DK_Nuclear,2030,4,4,4,0.0
5997,DK_Nuclear,2030,4,5,5,0.0
5998,DK_Nuclear,2030,4,6,6,0.0
5999,DK_Nuclear,2030,4,7,7,0.0
6000,DK_Nuclear,2030,4,8,8,0.0
6001,DK_Nuclear,2030,4,9,9,0.0
6002,DK_Nuclear,2030,4,10,10,0.0
6003,DK_Nuclear,2030,4,11,11,0.0
6004,DK_Nuclear,2030,4,12,12,0.0
6005,DK_Nuclear,2030,4,13,13,0.0
6006,DK_Nuclear,2030,4,14,14,0.0
6007,DK_Nuclear,2030,4,15,15,0.0
6008,DK_Nuclear,2030,4,16,16,0.0
6009,DK_Nuclear,2030,4,17,17,0.0
6010,DK_Nuclear,2030,4,18,18,0.0
6011,DK_Nuclear,2030,4,19,19,0.0
6012,DK_Nuclear,2030,4,20,20,0.0
6013,DK_Nuclear,2030,4,21,21,0.0
6014,DK_Nuclear,2030,4,22,22,0.0
6015,DK_Nuclear,2030,4,23,23,0.0
6016,DK_Nuclear,2030,4,24,24,0.0
6017,DK_Nuclear,2030,5,1,1,0.0
6018,DK_Nuclear,2030,5,2,2,0.0
6019,DK_Nuclear,2030,5,3,3,0.0
6020,DK_Nuclear,2030,5,4,4,0.0
6021,DK_Nuclear,2030,5,5,5,0.0
6022,DK_Nuclear,2030,5,6,6,0.0
6023,DK_Nuclear,2030,5,7,7,0.0
6024,DK_Nuclear,2030,5,8,8,0.0
6025,DK_Nuclear,2030,5,9,9,0.0
6026,DK_Nuclear,2030,5,10,10,0.0
6027,DK_Nuclear,2030,5,11,11,0.0
6028,DK_Nuclear,2030,5,12,12,0.0
6029,DK_Nuclear,2030,5,13,13,0.0
6030,DK_Nuclear,2030,5,14,14,0.0
6031,DK_Nuclear,2030,5,15,15,0.0
6032,DK_Nuclear,2030,5,16,16,0.0
6033,DK_Nuclear,2030,5,17,17,0.0
6034,DK_Nuclear,2030,5,18,18,0.0
6035,DK_Nuclear,2030,5,19,19,0.0
6036,DK_Nuclear,2030,5,20,20,0.0
6037,DK_Nuclear,2030,5,21,21,0.0
6038,DK_Nuclear,2030,5,22,22,0.0
6039,DK_Nuclear,2030,5,23,23,0.0
6040,DK_Nuclear,2030,5,24,24,0.0
6041,DK_Nuclear,2030,6,1,1,0.0
6042,DK_Nuclear,2030,6,2,2,0.0
6043,DK_Nuclear,2030,6,3,3,0.0
6044,DK_Nuclear,2030,6,4,4,0.0
6045,DK_Nuclear,2030,6,5,5,0.0
6046,DK_Nuclear,2030,6,6,6,0.0
6047,DK_Nuclear,2030,6,7,7,0.0
6048,DK_Nuclear,2030,6,8,8,0.0
6049,DK_Nuclear,2030,6,9,9,0.0
6050,DK_Nuclear,2030,6,10,10,0.0
6051,DK_Nuclear,2030,6,11,11,0.0
6052,DK_Nuclear,2030,6,12,12,0.0
6053,DK_Nuclear,2030,6,13,13,0.0
6054,DK_Nuclear,2030,6,14,14,0.0
6055,DK_Nuclear,2030,6,15,15,0.0
6056,DK_Nuclear,2030,6,16,16,0.0
6057,DK_Nuclear,2030,6,17,17,0.0
6058,DK_Nuclear,2030,6,18,18,0.0
6059,DK_Nuclear,2030,6,19,19,0.0
6060,DK_Nuclear,2030,6,20,20,0.0
6061,DK_Nuclear,2030,6,21,21,0.0
6062,DK_Nuclear,2030,6,22,22,0.0
6063,DK_Nuclear,2030,6,23,23,0.0
6064,DK_Nuclear,2030,6,24,24,0.0
6065,DK_Nuclear,2030,7,1,1,0.0
6066,DK_Nuclear,2030,7,2,2,0.0
6067,DK_Nuclear,2030,7,3,3,0.0
6068,DK_Nuclear,2030,7,4,4,0.0
6069,DK_Nuclear,2030,7,5,5,0.0
6070,DK_Nuclear,2030,7,6,6,0.0
6071,DK_Nuclear,2030,7,7,7,0.0
6072,DK_Nuclear,2030,7,8,8,0.0
6073,DK_Nuclear,2030,7,9,9,0.0
6074,DK_Nuclear,2030,7,10,10,0.0
6075,DK_Nuclear,2030,7,11,11,0.0
6076,DK_Nuclear,2030,7,12,12,0.0
6077,DK_Nuclear,2030,7,13,13,0.0
6078,DK_Nuclear,2030,7,14,14,0.0
6079,DK_Nuclear,2030,7,15,15,0.0
6080,DK_Nuclear,2030,7,16,16,0.0
6081,DK_Nuclear,2030,7,17,17,0.0
6082,DK_Nuclear,2030,7,18,18,0.0
6083,DK_Nuclear,2030,7,19,19,0.0
6084,DK_Nuclear,2030,7,20,20,0.0
6085,DK_Nuclear,2030,7,21,21,0.0
6086,DK_Nuclear,2030,7,22,22,0.0
6087,DK_Nuclear,2030,7,23,23,0.0
6088,DK_Nuclear,2030,7,24,24,0.0
6089,DK_Nuclear,2030,8,1,1,0.0
6090,DK_Nuclear,2030,8,2,2,0.0
6091,DK_Nuclear,2030,8,3,3,0.0
6092,DK_Nuclear,2030,8,4,4,0.0
6093,DK_Nuclear,2030,8,5,5,0.0
6094,DK_Nuclear,2030,8,6,6,0.0
6095,DK_Nuclear,2030,8,7,7,0.0
6096,DK_Nuclear,2030,8,8,8,0.0
6097,DK_Nuclear,2030,8,9,9,0.0
6098,DK_Nuclear,2030,8,10,10,0.0
6099,DK_Nuclear,2030,8,11,11,0.0
6100,DK_Nuclear,2030,8,12,12,0.0
6101,DK_Nuclear,2030,8,13,13,0.0
6102,DK_Nuclear,2030,8,14,14,0.0
6103,DK_Nuclear,2030,8,15,15,0.0
6104,DK_Nuclear,2030,8,16,16,0.0
6105,DK_Nuclear,2030,8,17,17,0.0
6106,DK_Nuclear,2030,8,18,18,0.0
6107,DK_Nuclear,2030,8,19,19,0.0
6108,DK_Nuclear,2030,8,20,20,0.0
6109,DK_Nuclear,2030,8,21,21,0.0
6110,DK_Nuclear,2030,8,22,22,0.0
6111,DK_Nuclear,2030,8,23,23,0.0
6112,DK_Nuclear,2030,8,24,24,0.0
6113,DK_Nuclear,2030,9,1,1,0.0
6114,DK_Nuclear,2030,9,2,2,0.0
6115,DK_Nuclear,2030,9,3,3,0.0
6116,DK_Nuclear,2030,9,4,4,0.0
6117,DK_Nuclear,2030,9,5,5,0.0
6118,DK_Nuclear,2030,9,6,6,0.0
6119,DK_Nuclear,2030,9,7,7,0.0
6120,DK_Nuclear,2030,9,8,8,0.0
6121,DK_Nuclear,2030,9,9,9,0.0
6122,DK_Nuclear,2030,9,10,10,0.0
6123,DK_Nuclear,2030,9,11,11,0.0
6124,DK_Nuclear,2030,9,12,12,0.0
6125,DK_Nuclear,2030,9,13,13,0.0
6126,DK_Nuclear,2030,9,14,14,0.0
6127,DK_Nuclear,2030,9,15,15,0.0
6128,DK_Nuclear,2030,9,16,16,0.0
6129,DK_Nuclear,2030,9,17,17,0.0
6130,DK_Nuclear,2030,9,18,18,0.0
6131,DK_Nuclear,2030,9,19,19,0.0
6132,DK_Nuclear,2030,9,20,20,0.0
6133,DK_Nuclear,2030,9,21,21,0.0
6134,DK_Nuclear,2030,9,22,22,0.0
6135,DK_Nuclear,2030,9,23,23,0.0
6136,DK_Nuclear,2030,9,24,24,0.0
6137,DK_Nuclear,2030,10,1,1,0.0
6138,DK_Nuclear,2030,10,2,2,0.0
6139,DK_Nuclear,2030,10,3,3,0.0
6140,DK_Nuclear,2030,10,4,4,0.0
6141,DK_Nuclear,2030,10,5,5,0.0
6142,DK_Nuclear,2030,10,6,6,0.0
6143,DK_Nuclear,2030,10,7,7,0.0
6144,DK_Nuclear,2030,10,8,8,0.0
6145,DK_Nuclear,2030,10,9,9,0.0
6146,DK_Nuclear,2030,10,10,10,0.0
6147,DK_Nuclear,2030,10,11,11,0.0
6148,DK_Nuclear,2030,10,12,12,0.0
6149,DK_Nuclear,2030,10,13,13,0.0
6150,DK_Nuclear,2030,10,14,14,0.0
6151,DK_Nuclear,2030,10,15,15,0.0
6152,DK_Nuclear,2030,10,16,16,0.0
6153,DK_Nuclear,2030,10,17,17,0.0
6154,DK_Nuclear,2030,10,18,18,0.0
6155,DK_Nuclear,2030,10,19,19,0.0
6156,DK_Nuclear,2030,10,20,20,0.0
6157,DK_Nuclear,2030,10,21,21,0.0
6158,DK_Nuclear,2030,10,22,22,0.0
6159,DK_Nuclear,2030,10,23,23,0.0
6160,DK_Nuclear,2030,10,24,24,0.0
6161,DK_OCGT,2030,1,1,1,0.0
6162,DK_OCGT,2030,1,2,2,0.0
6163,DK_OCGT,2030,1,3,3,0.0
6164,DK_OCGT,2030,1,4,4,0.0
6165,DK_OCGT,2030,1,5,5,0.0
6166,DK_OCGT,2030,1,6,6,0.0
6167,DK_OCGT,2030,1,7,7,0.0
6168,DK_OCGT,2030,1,8,8,0.0
6169,DK_OCGT,2030,1,9,9,0.0
6170,DK_OCGT,2030,1,10,10,0.0
6171,DK_OCGT,2030,1,11,11,0.0
6172,DK_OCGT,2030,1,12,12,0.0
6173,DK_OCGT,2030,1,13,13,0.0
6174,DK_OCGT,2030,1,14,14,0.0
